 
 University of Bristol ACRC HPC Bluepebble Service
 -------------------------------------------------
 Job cloverleaf, jobid 326755.bp1, username td8469 - started execution at 10 :21:36 Fri 08/21/20 on node bp1-02-11-01.data.bp.acrc.priv
 
[0] MPI startup(): libfabric version: 1.9.0a1-impi
[0] MPI startup(): libfabric provider: tcp;ofi_rxm
[0] MPI startup(): Rank    Pid      Node name                       Pin cpu
 Step      42 time   0.0585763 control    sound    timestep   1.46E-03       1,       1 x  1.30E-03 y  1.30E-03
 Wall clock    3.44332695007324     
 Average time per cell   5.559894138030590E-009
 Step time per cell      5.582211694369714E-009
 Step      43 time   0.0600341 control    sound    timestep   1.46E-03       1,       1 x  1.30E-03 y  1.30E-03
 Wall clock    3.53541493415833     
 Average time per cell   5.575829532685706E-009
 Step time per cell      6.234202171779341E-009
 Step      44 time   0.0614920 control    sound    timestep   1.46E-03       1,       1 x  1.30E-03 y  1.30E-03
 Wall clock    3.61473107337952     
 Average time per cell   5.571355451147702E-009
 Step time per cell      5.369203993015819E-009
 Step      45 time   0.0629500 control    sound    timestep   1.46E-03       1,       1 x  1.30E-03 y  1.30E-03
 Wall clock    3.69877505302429     
 Average time per cell   5.574205266541721E-009
 Step time per cell      5.690041386211912E-009
 Step      46 time   0.0644081 control    sound    timestep   1.46E-03       1,       1 x  1.30E-03 y  1.30E-03
 Wall clock    3.78026199340820     
 Average time per cell   5.573161387285173E-009
 Step time per cell      5.516841257404950E-009
 Step      47 time   0.0658662 control    sound    timestep   1.46E-03       1,       1 x  1.30E-03 y  1.30E-03
 Wall clock    3.86188507080078     
 Average time per cell   5.572358362077257E-009
 Step time per cell      5.526186820740501E-009
 Step      48 time   0.0673246 control    sound    timestep   1.46E-03       1,       1 x  1.30E-03 y  1.30E-03
 Wall clock    3.94441008567810     
 Average time per cell   5.572863099385157E-009
 Step time per cell      5.584782532726725E-009
 Step      49 time   0.0687831 control    sound    timestep   1.46E-03       1,       1 x  1.30E-03 y  1.30E-03
 Wall clock    4.02439999580383     
 Average time per cell   5.569838606720777E-009
 Step time per cell      5.416061160051160E-009
 Step      50 time   0.0702418 control    sound    timestep   1.46E-03       1,       1 x  1.30E-03 y  1.30E-03
 Wall clock    4.11299085617065     
 Average time per cell   5.578600879137715E-009
 Step time per cell      5.999350428788199E-009
 Step      51 time   0.0717006 control    sound    timestep   1.46E-03       1,       1 x  1.30E-03 y  1.30E-03
 Wall clock    4.19145798683167     
 Average time per cell   5.573557584783902E-009
 Step time per cell      5.317108136498266E-009
 Step      52 time   0.0731596 control    sound    timestep   1.46E-03       1,       1 x  1.30E-03 y  1.30E-03
 Wall clock    4.27403807640076     
 Average time per cell   5.574072260930975E-009
 Step time per cell      5.590894337122639E-009
 Step      53 time   0.0746189 control    sound    timestep   1.46E-03       1,       1 x  1.30E-03 y  1.30E-03
 Wall clock    4.35452103614807     
 Average time per cell   5.571884105559946E-009
 Step time per cell      5.448075373553568E-009
 Step      54 time   0.0760782 control    sound    timestep   1.46E-03       1,       1 x  1.30E-03 y  1.30E-03
 Wall clock    4.43298888206482     
 Average time per cell   5.567246277188046E-009
 Step time per cell      5.312095810141828E-009
 Step      55 time   0.0775375 control    sound    timestep   1.46E-03       1,       1 x  1.30E-03 y  1.30E-03
 Wall clock    4.51569390296936     
 Average time per cell   5.568001675654692E-009
 Step time per cell      5.600450094789267E-009
 Step      56 time   0.0789968 control    sound    timestep   1.46E-03       1,       1 x  1.30E-03 y  1.30E-03
 Wall clock    4.59930086135864     
 Average time per cell   5.569822355432229E-009
 Step time per cell      5.660792036602894E-009
 Step      57 time   0.0804562 control    sound    timestep   1.46E-03       1,       1 x  1.30E-03 y  1.30E-03
 Wall clock    4.68199396133423     
 Average time per cell   5.570491871181113E-009
 Step time per cell      5.598962565677034E-009
 Step      58 time   0.0819157 control    sound    timestep   1.46E-03       1,       1 x  1.30E-03 y  1.30E-03
 Wall clock    4.76245093345642     
 Average time per cell   5.568523694568410E-009
 Step time per cell      5.446102780600389E-009
 Step      59 time   0.0833752 control    sound    timestep   1.46E-03       1,       1 x  1.30E-03 y  1.30E-03
 Wall clock    4.84140896797180     
 Average time per cell   5.564899300005841E-009
 Step time per cell      5.345387358425392E-009
 Step      60 time   0.0848348 control    sound    timestep   1.46E-03       1,       1 x  1.30E-03 y  1.30E-03
 Wall clock    4.93106102943420     
 Average time per cell   5.573482970551898E-009
 Step time per cell      6.071042864479953E-009
 Step      61 time   0.0862945 control    sound    timestep   1.46E-03       1,       1 x  1.30E-03 y  1.30E-03
 Wall clock    5.00981497764587     
 Average time per cell   5.569669215741460E-009
 Step time per cell      5.337448480228583E-009
